365,ayrltaebgviedtswusuxumc,77.12,krqwfljohnwybzzxlfrupzivlimsuxwazdacycdl,905
372,nmgystyeglolflmbexl,1.28,kgbboclmjjtimpougrbnkggccdojqysm,915
374,vngurhskjjodpylkku,30.63,qcwdcpzwcdjcjntyytshzyiwxdxs,661
387,soybogtssqmtvrakta,71.13,ddobvwbyzmyddbcbaqrhackqpf,209
390,hfvpvyazafkvbuthf,62.78,hedsdwazhagORIGINALmlwzartfz,482
391,sbewdipzyaajgfyu,83.49,occqauuzmmxzkodurkusseiatsggrpdlol,439
394,sfwqghkspzndptj,67.53,ikmlcpbshznhubwsqfifaprpzzmvfamjpszgskjaanpqdsdi,775
399,ejegpgebpiwrochuhzysq,34.39,ffdbrcmuzbodnzwtcpixyvxmgla,520
417,yuounokvwmfpikqnayu,41.59,jrpawddzocapclisojftximokenmlxdcsexaijhhtgig,883
419,sxcqdrkhjzzifbclsjjsi,35.09,fwtrwmpyyprfozggxddmklefvnvlqsbcfcvbqORIGINAL,946
442,nbtcmpmgkeqbf,42.79,lbvaltppnmwcrjtzuqqztykefzadrakiskanfyqn,684
462,fyovenuhhdmdvbv,95.96,kavcbdhyhghkqqezoxnxejngxsdurztafclwgwusux,558
467,spcprzocvcfpjbis,54.52,qpmmgmbeszxpzrnivhibjimdxegmbqcdfzq,843
468,nnroprouttlsqbjfkkcc,10.35,hgncgqgliblvdxoanugxmetwbfhjsqhiwhptazpbjv,734
472,vsldjokympppnot,63.23,bkkkayfanhtjvhutybinwzstgr,967
473,sbkkewpptfqghftpmayllew,54.14,pgadvvbyofsiykuwfxqrompejmeqbvjitddmaumjsfengrhn,345
475,otciehasohulvqxqpmmec,93.58,uslzfirjyxhmfwafpheclcapvprpiprecyup,402
479,zbykisogtsztidxykzjdb,55.27,umygmplecykvstxcwrjxxfjowuvpklrgfajozoggz,629
490,gdofjmvwuiafwgdanjktar,88.79,njfmdfzvouvijghlnoauufwvqrasdw,933
504,tpeuauidhallswpt,94.52,qevtgspxtofzwcuoeokqnacznsunazguvmypp,919
520,novkwxyfrackzb,90.37,ivozssagmovxlzusntncnfORIGINALxreyxohproaab,691
525,evygfpmkvhncxyvebfy,88.33,uulsmhmxmfhztodbmauzclukopi,342
533,afppygoaindbvtt,69.89,sdyksijwwnofgccuwsfxhnseectgdchsztjtke,195
573,iatgniydsuckvfcyygdho,24.52,bbrexcmsjjlvgwgatximsnktomrtqjnecedokvqydomg,250
577,mlklhleadkfrzgg,79.67,oaaexogecupoqkiezdltsqjostfkklrarimvtrpmddduisy,647
579,bkhgqufglcropnghhkwryw,94.02,hcfgqeqhacxdcwmrylzeqsvuhmrvfb,891
592,rvbpmglniqpljemdkxk,93.75,grslilaxmhgwvzfujqupnjkhbycxomgvzcoluhv,851
609,fqwgjpgpjqocrdckzzfypxw,23.42,runbpmlpyORIGINALdpfftpdolm,987
612,zvnygefxakrzseyvwbmcjb,79.28,qyyeervgmqwopsibkcrlkgfxcbytxvmuykomju,639
614,txmpkcofewukvpkdrsokj,5.89,vnjuuxekvxkbnlmjxeoweesiaqoke,454
630,dsstdrndddezhzbjdj,30.98,ayktxuzqnotrccoqetbeeuqddzikjc,677
642,rdwsmnlerylzxgmzueqwyce,75.47,ajvzmduoyvnqvwzjbkvedklrxrpzokebfb,289
653,tzriwdwwjwrkvwluglaq,6.84,hbozgrkdluawsqaaORIGINALrdxjsyyruqeumbsydoqa,159
673,edyghzcrekjycwz,95.10,xcceerniedxrhjvecxzdngfmbyctmxeyjre,736
699,sqpyahqntkpxoouxllmud,29.12,kgdavwdfjfbkoudqkzpoeewcqvaammbv,148
734,earzjgkywsmnqnkdwubzw,87.69,ftiqhkbeibduqxueurdhvbibrypzklpjpofclnds,170
735,gdxnandqvexgn,80.57,xnkxgrlecotkqynjtxgbtwrwyxqbwsrghltugfcfvoeqptbq,348
761,ahayfbroyhhniymx,84.07,udbwjnorzzlpytjvhzkkudrodcbcmmphmql,805
767,gjeppcmybycdhjjvytswnye,29.91,laoselkhtafjxaqvuaxsxjnseayeopofiynlfykucbuxgrh,952
771,hyeedqizzwawavslx,68.49,pjgxddvccaidgyteqmfctmdvldxsdftcilqdpsdmvj,773
773,vamcukxpzwxfpviywi,99.41,wadtgluojpxakuwrvsdkhfaxfmqpoabn,594
786,etucnouyywrpqyoczl,11.60,orrpbdodotlnspjassfwfrddtontjzvyuiswvnfdelun,681
791,zpzsrgobipyvirxoffwc,23.91,hbqvjvmsqylyiltmulcjciftyowftvfn,675
794,agyaydveeejpobp,18.13,foarfbnmstkzazyrsfbpnzzwddnfyyufg,177
796,pzlgdkrtunyykvdadsjnvbs,56.42,xkhselibqrzovdwllwvubwbkjexoqhcrtkq,873
801,bmlwsfutptfkeoiqa,83.71,awvovtddklsvnmcpiphyrxakudxftpfhrn,117
829,dwfjnmwnbyhfoz,76.85,gvssfwzrtxxfaabqprjpkyfdukpuacham,590
841,uqnqfoomwajes,59.31,gitzhlrnfdxlymwspvfxirecaudk,413
842,nmvoxekhlrjfrexi,60.54,sybvvrgktvzbphyrdrwcrpuqdgnrfjvw,853
864,rkcdkfguklteagfequon,86.90,uixmpsblbaqqhfaklyoipyxmo,949
877,xnooqwzrbdoxentrjaviq,21.20,dyvlylqamdwnbzcwwmcqumrftu,55
880,mqmmjwqgoezbnlymwidavtb,21.73,enitclknikkbxdtmmowkdcotavpgrwxfhubpopvxcvfhenm,95
882,ngzaxdkiiqsweswhwy,51.93,vilqnzquhzrsgffvwhjubdmvxfdygmsbgj,991
897,riugsccqafbjiqmqpof,51.31,ddsnzipoqayarszqkdwwaitiuzkvzlrlzm,750
921,ehydggigfnzsmfxpcp,75.36,kvdobuqjsmebrtmxpcihilsuj,122
936,cfxkxtvzdeqbmjtd,69.89,dqktrykabunfaxartoufxsxkgyzrmexgquoqechz,558
937,faygpkkxuuntkszv,18.47,qeatdmjsxwaawpkgwkbkpqdduiamehffaemhfpowplppwsv,467
946,ynrfdgjbwumnw,71.15,mhfsypecbcyxtcfpxxurerwmlzuwthkzntfoklipbxknlwua,429
954,eiaunhbcrdnyflcnbvvv,21.74,rhjhcyjotvartrxazrdhjxqxgbdhvfxxqsgdjtxlersssl,92
959,mwfqlxjizhgjsbtmcrnnwat,27.76,wxiuarwyoqtmdgyfuxnpqjecxigs,291
971,tcrmdqcqkpnjo,37.48,tnwenffplmojplkmtaORIGINALdwuwcqjpf,871
976,wnrivjjaxqivxjthq,15.03,tidsjscgdesytbqeckssmesnhamjckkvxxcrwrjsgwecp,862
977,abvrwycbuheyzmironqdl,81.17,unoexucykkORIGINALnqjwmzvgnqtchdqjzgavdzetz,434
990,trptkwcqnfaeyfyxfkkl,55.89,bijvmnvqvmisjqabwxyfarcedsdiakqjgarbmfr,984
1000,sqiobhbavojuyhn,66.28,ppzlhjORIGINALggodvuvbuuhokuprmirslwxl,761
1002,ahnbvzphaetieuojc,87.46,bmhcqiouabhkbhtbjvllhhvyfjvyjksxwtg,414
1012,kpcyvfedruwhmitel,26.61,iwugzkimfpfnukhaimpsbdbvljdegkueerd,325
1019,humbchyeqolpkdgdpgro,35.20,swhxtswzooskkdoesnahhoifmjsemiidazo,225
1027,etsslexegzxidephxp,60.91,yiddtdldaglstzhrzwthxmznax,367
1033,weekeqxjariprazohsuhud,42.25,tlmqbjflaxylthgydvyjyxvvlzORIGINALcnrhjoaodt,712
1046,hetmiefedlrmjbsjswyqn,18.63,mcjxtahdsgvgmoeeqrqbswyzryanxhlblxqqdowhs,12
1057,iiohlyxnapyfgy,32.64,jnvadgrbyttisfayzudgtrljnurx,706
1065,ahulvzzbcswqztb,74.55,jnnyghumwwbtrdwcdlmuossagqlicdhsjwhepmfdndffl,407
1068,dzxdkxqeeoozjwl,39.76,gxpjyuubtxmxtbdjllsxelnudexslri,888
1089,fnbyvtqkkrgdonpyt,30.06,djgmapmjgopexxikmbdrwnvuhnzzftzwdwgrkmnyjvjnfnpz,430
1096,awtprrbozdidy,94.57,hwhwzfhutpzrqsyzmtjjjhenvxvijmn,128
1116,ggyxgrzryqykdryrqwstu,80.57,ewpijwmpdmlgfkllmixsefzontir,592
1120,mdyhaadtjvbaqkajm,17.99,ltumkrugatnmkobwnonqtghzgfslsxyepkdqqhqwbhnycg,715
1130,hppsyxhjboadpmgeryjdko,97.64,zvndgprblwihslmgqmasxjgqgiybqsdxn,116
1137,hgvasodlrqjltjtybadkvvk,15.85,eimcjyuhpcdfhoqyyjalzjuibmawclrwmrmfdd,684
1141,gfrpikdwrusxiwhpr,57.93,htptirqpfhxdwtcmhphyuijlkrrfojeugnwsrdqgumwc,816
1145,iodzdtwxsmjwphxjbhb,10.31,mhzzdhgmueqkpzyhxibbfopxx,827
1146,oskjvxuhnwarxr,28.67,qkfryznjawomjuvivwmlkdgjirujfomcwvoruolwmdsig,455
1155,rnvqpzvdmldlt,10.04,vnslhirugrmlfrjefjpomupjngydobfzzbba,923
1199,gbfentucqispw,37.64,ljprwxmpkeowyxsimxeiyexeeh,919
1207,tqqbcyizhwvgojdekuxwrk,72.24,jxgsftpmfaghlqclugapzayuewebb,124
1209,okqfowehfjgfi,58.16,ummqztqguduyavlqrhiqjmsuqphpfhhktiu,207
1219,xjwwpplnyylrmgoufafubn,91.01,fuvjhrxbjrqfypxxqcegxtgnujmdzyiawnesi,416
1222,zmlbklicnfpbwxxmtmkzni,60.64,bagfnkttnwifdotkuumdzyvtamtuhsumlnietnupk,508
1227,pgdasdhofqgmcwrj,48.71,imzazvauhfgquusyruylsppspcm,244
1229,dyddrjgimtllibpto,8.23,ucdemijszaesvdORIGINALxnlivvaxmnc,832
1238,vacvlpbdpzujjarsaiam,42.32,nweiinwyjzqbkawifonORIGINALxtucpqcqmfsbs,510
1245,xjzjgqrplqxfjdksjzeuk,9.34,gqbdokxidmdfblgqwbtbjendxr,408
1247,izohkqafizooknbsmktiuo,98.05,xlimybxujxpmegtbrvhmvshqpsenbmetlut,235
1252,vcbbjqbvzifhsi,51.18,odusvhgidcasssrijyziujmdlklcksoppohmxgdxapumk,975
1261,uwedfsmjsigbmyhzdvaa,40.18,voufvmxkmqajgqnuuutoxmdxwfdjimcfdtequjxsokcnkbbqq,629
1263,mssygvlszluutrv,92.97,vxORIGINALucznpslydvyqjxbsas,30
1264,ojtznfiwvzzsnqqefxht,91.26,eORIGINALdfgxtrchoytlrmo,972
1300,qmlxaeekzybgzeahmp,39.32,zxptbsudukxiocohpcmikrdcuiwel,331
1306,wanhjmgyfmblo,73.55,obgaaubpnjecsrurlvwqmnbtgrfpegixkj,873
1312,veyyyfqvdhvymwunopoap,35.97,oszduimxreianacyhcswqkjinszsske,188
1319,ewcuzzyxcrsawa,67.95,afobezinyizwljahnrjryykgheoerdpwwjyzlvfxl,796
1346,pznhivnpkhrltzkihflpf,48.60,pftenrwojgqphueivkzxobfrevzahbljfdapt,865
1365,nijaxfjymkfmeftxyfctpf,6.77,isqzcpbomptttvnuyjvykeqnbx,922
1367,imtwqvhmsecix,38.02,mshylmbrvxkcgdwaunednhpqhpzmgzvgqyio,230
1377,pikomaabmqidp,79.72,robsijngaatyswpfezwgllhlmmisjzfyhk,502
1380,gbmwhjudpegsqzwiut,2.00,ltrtorlraveyaxieubxexkgkslwggnny,319
1392,kqwkpywttllrgydfkysfxbm,26.50,zlnjmjjmlglgozfhprmgnjwaqtwmnimhydlhjmzvk,833
1396,didvkuoddzgamgbbsjt,67.90,bmouvimkazumpeaojxtwzujnlynrutt,540
1397,acggznwxtxilswrvp,26.83,cfsfzzfktlhaxqdlnjxqwbroyrlfyviudwtawtrwta,825
1405,wcosescqoxpagafvw,9.21,gikpaxyjykbpbocrveocgjiilohsoednjwydijedommdqquz,878
1421,eqnjdvuyxcwviouallje,65.30,gbvqvuowysdvxwebtgtjqisefgaewnoxghsbhhzfrlipozrgv,557
1449,pirkmqdbfpsaizmghthaz,52.72,qogxgdmgyaazfnjpumrmsojjvqimbvniuhjtibtzstdwkqs,776
1450,ccbkmirpqcugh,98.78,obzzgbrkasqoenejynyqvsignlmnvdk,340
1458,pukkqvjxwyowitjdebyf,89.04,bfpvbgeudppllzsjcokvjocjpccnysursawjrfjtf,307
1473,meoplvkmdjxqlu,43.14,ccakyifgxcrhaovrqotkfjsblhf,298
1483,fofflqqdvcugozkabnqqs,98.54,uqfcrltqbuqftjqcavyxerkrcuyzdx,743
1484,szofvcuoislmo,21.67,kseuljywdapsdtbmdpesopcmlacemalmofnnucytrwqmudux,148
1487,zfqhhmiglvwhteqnkxzle,93.51,xhrwnsgrebfwgfbmblewlclswovdjanypjbtzlipbuyvtskpn,633
1490,mbvbxadtwxlpmdxebzzt,63.73,hxssoacualuwwtdcfvhvrqkyn,20
1501,xrobiqgsqljkpjwqzewfnya,16.51,roekgbzxduxmizsaujcliwkywtzrsdyqinygwungasevyty,311
1515,uykoiitwqnzdyiccghp,64.46,urbhyxpvdtnzqhbozuvgirbbnogvapaoxyekhcfoerxdy,967
1527,vxtibzxysvfrypixfcf,3.83,jholplqxqdjpfnjuzvwcyzotwznslghczeetgwvfd,68
1532,axgzcanvwmrwhlzb,5.03,cjwosxbrumfwupwxeewsrjcuyejmwup,221
1533,uteoznsepwgwqdnbubaa,2.88,gavvvdfzwhajwdwynllgmyflopfwiientppkhgnwhplexxp,147
1555,lfefupskdnwfkk,96.54,xikhmucffxqdjwypflehcvvgtpluoupgzqjhyj,515
1564,ygfoyjauesbjndphiqao,28.65,fjentpehnwzbnrdpqvzzvvjggxwaqkyobhmyklvedkpwmhwd,449
1571,jjhmrshlqtqpva,38.21,vbojlrgorsepmdsirqvnowscwyqccayto,684
1575,qkqmbpiuwwkezh,84.35,hxxzkruijaofgydeydyydgjhfkqokwlurickdhrt,58
1590,ebeegbptyvluiepchzjk,79.43,fefbdvxgkoqztpclfrvaysthbdsmvcmeuxiijhvvudmwycqw,115
1599,yzcqydcelblymjvks,53.23,fmmeqhnxbamcrqqpyORIGINALzjskgvsf,182
1600,qupcpowinmbbi,23.88,lmqtymdlylvfzkdfswbndgdgjirrbziawx,258
1606,fauibumfrtiar,52.67,xaiqwndxrhdynaanaoptjvyuasfpgvgqtqdvjeusqhxf,829
1611,ndxpyejoelyprmohnw,95.02,ixvwpixvwzxfzhlymxefexkfyhtwdtwwrnjubxbgiipgk,467
1618,fyniuuejdlepjsq,58.27,eiuzgrswdbzyncpembsqpvyfbrusjplwioihhxahxhb,119
1620,wbojtzgfueolkdl,79.71,esmldbyqygkypvcbyirfdvotmmy,2
1623,myjohuxvhnrbhhoviofmadt,31.30,bmrfatjrpgbocwyyboffrfzigwdjaahuslnqpy,359
1646,vskhzbfnyuwfgttv,65.42,fuzgixktrrbotftwxwkgzjxbscpgkooyb,248
1649,cxpuqowfkumfer,27.01,mngdeczqdpvrkpnzuehndzllicz,142
1656,hckmjmqiyulqc,48.44,buqlsjtigzppvjrezdsgcqvukpkukupmxphxs,488
1661,xixjoplxudtufdepxv,43.99,fghdpfnxykkopwoqdvdwezdgvlqxhagkyrf,695
1672,mmotejwdqudozfyud,49.66,rustbsksouecvfbblagdtzlusmdvhummbnbbplyrvlowifkcj,385
1673,xfddkszkispsvqklabme,90.68,rnfvmgxaizqcnwltufetolniggtejuqbdaloblpqqjzuesb,775
1693,qumrrdcashslwyudgfc,9.00,rodcxiotjetqxdwfvixetysjjpsibrtuiwha,831
1702,jjrinmyqhvzsv,4.78,tcfhxrfcvbwahejtkkqgfauswfufmsvjrhcrtxouqpmut,819
1709,pxuzatzzpqdcmjpfqe,22.57,bygfzvfgqqqdbjlinhzuciltjlj,492
1711,hipinkynkpbrnezeeph,24.43,advyfhvmlzhqoimrrhhsvqzycwsc,406
1720,cyxrzenyurilvjzchognj,95.90,hkevORIGINALgvepnyeplpddgq,261
1721,jpbrmftspnfiauyuoqwo,48.22,gqkwfhwzaerbpurbebvesipilvlugekmxyvescuisikaygx,405
1742,wxxpnyrkgakvntwffika,22.60,xgfyyngeulecsrypafexipfzyktmjtllqggiv,829
1746,gtkwqwrxdwmvbbrkoogqv,68.23,ursxrgxrosenecuagqwyxnfvlcupyediyworaqanjke,854
1750,xdpofkcrmjptpuvyt,49.35,yquewzenzmhyszlxlcbgjhqbtazqnkmhpzijdoddbgcj,862
1783,jqyljmrpmtgykmwaw,13.42,yuopjsymzfprtdexjzgbtkscehmvlxyqddif,314
1789,natvvfmomwiqdzlf,92.85,rnavfsfnluydgygqqfarbkicjnsfvfdirzgbheasav,274
1801,bfeobcshkwsskgsyqjdz,7.55,ocatqucwwosidvkddcynutzhnpzradydprhwkbxdmtb,677
1803,zvnxedqguqlnxetdqkif,62.11,untfxczltpgjkgwhlqtqndppesutmsdnymsrdwogrjdjlngv,482
1809,fywklebuysbyzhskpub,22.88,rvgmdosvbcunslqsptjmmggvaxbnwrbnhagnlaidxfiy,206
1811,auhxbivzejclp,33.16,lhiafjfercaeubgekidxisxefgclgkgddztzzbcvvcbhg,757
1816,rclwmwfyswliupm,87.90,ivraeyylreahijhsaevrkgcfjcpwxnlfummwguzp,436
1832,ciewgubqfvvjxmb,88.16,nhuqlszsjbirmqgaltrdbckqzkarkavumwttlzm,586
1838,cboqzreeqvntgjkgnjzc,28.29,bmqhlfjfbvbuoycciuxppqxancuhw,844
1842,bsivfdhdwszwoesgfis,72.16,wbfmipzntgmqssbpdqrvqtvmhrak,706
1849,zkxqnknykpksbuopipc,81.94,qkjtygngnqtcqpkklordqirexfozpkrfhafynqjaxkb,40
1856,pbuyrhmovrqle,52.51,uemuzieadxufcjhfciptlfmwaqibueqzygfzce,530
1861,dnaezzuarrdohyigsjsx,76.99,cgwbyxebiyoukrzpdjrhjepqdclmuuylkvfarmiwczyzhabs,661
1869,vtkxzygmqggxeummmrcrmq,94.72,rfbdzkvvuitwyyrORIGINALncyxishpmqjfvujufqjjpb,687
1871,lwdlhcqnwvjfwtsagpmty,4.29,ztuwijllryxkgozaoqwxyrbkdzpufo,508
1872,ljimisticbnavhvobxpt,91.90,ouvxmxnzotqffqnbwbztkzhtodahn,467
1874,fbucpihigbutitmxsog,52.51,osklzrtbfjhwhmoplkumavojcewzukaavjglvujimicku,931
1880,ymeprgfevladjiqgxqm,30.19,leyzflcaogqwvrdycckaafyllwyklgfgmzkjzbymfozi,538
1887,ecnxdikjmujhm,2.35,ztbvtpigncdqitukzycexwediaksemzxma,505
1897,gtaqhvpbnjebqnikbv,43.75,wffkijehswprnORIGINALwgcuyrqdonzgyalkiavx,987
1909,udkoutntirfsmwxlngiy,3.02,xodocxbjrxbsctcmzxwjlihkxmyczzsusicsjoqxsuekzfo,756
1917,anoofhcaogrtnabw,62.92,bcvmngwxaogsgxvbdnujzfocaovgps,307
1920,wmqmrrlauahskjq,16.47,ssyqgczauccojtbpdbzzdrapjqhapkusufnvtrvxfcwmfdp,115
1921,lnpbpenpyqjydak,68.78,adiyetmfsbixcjumllobjmhngeqkqtogphoc,212
1932,cbjsqtjjvhmqvwzijifr,62.30,penvwawgjlahszdypoiyiiadsijxgmysyzlzfs,207
1935,fbcddpwzbrqwzbfecakfgtj,84.54,eckltvyzlwbyeaiascblavwywymxykfjfnuype,34
1936,yngfnqgtpxwekvk,74.08,hcnjffrnjmORIGINALzmztggm,171
1941,fwzwtiqukvbamajcznucyt,11.15,gwgkqnxmoktqfxjxdfnsuujhvfvw,47
1947,lboojlkrktwuirfqukxvif,98.68,pqbpuwyoslikdzngvjvfvnvzu,514
1956,wlrilblukuotsllsssxgrpo,2.27,zzphkhrkmzxtnogzjvsgzsnsjnrouutjy,242
1959,yxakfbtmcelcsgemfkcf,21.98,zvunwORIGINALkqfnhbymdvadeipoi,486
1960,yurrawcehqkrnexkleejt,49.44,ebvrpyivxkagjsbucbnxlncsvgyyjimfc,876
1961,wevdxujbtjhovebuaohvwkj,9.86,lvORIGINALxviclkhybtytokcvpdpxgwmknbaaxx,835
1963,katltsbzxraxjhhruvbovhz,99.22,lbjiiaotxzofzbbvavedqbdwhuchikjfbja,836
1964,fvmvdeuxmeibxrrb,15.96,dbjifctplthddoperbephbqsmnhfjfvgja,162
1965,hbrcmdrmdymwvzkdkrmexl,81.56,yznewvoqfrackozdpmulrgssqbmb,230
2004,svpvystahhsrgslxmohpzpj,61.36,yvqwitzklmsqkmdoeyhovzlahska,777
2006,bahxwyfanksmdptqohinadf,49.79,tpjmlxlznwgoojidbabiqgihzvneutpglks,476
2016,adyvaehdklcqirdyhnvh,28.87,pigchjsrxwwqohkynhymbgxoqfjefrlwfpbanwzrcfokdl,714
2018,dmzdoqzthdabfosetjmank,94.14,ezbveycjkaxaoopjiwvzmvmwllwyifdhoug,241
2020,qhegbbsvrjmmwfgrgw,77.05,fxxtghofpnfmffyxpkseumsgrmkrdycbekqeuffkps,441
2023,qtftnjbcbuwpmnldg,56.05,yrtyoithzyezjldnhkidicoqvcctuwhoyqwvs,477
2040,rbfdckockaylmqst,68.11,dnezznkrdaeuwmoayxmghvwdppgluvznnpvrpzb,767
2044,uwilmrhkqhgsyxn,36.50,aqauvhggpyulzsrhiryinidvchapwmymxs,129
2048,veydwsvreuhmst,24.30,wnsjjqhzwcrvbtfrerddomyzqydrcbrtomwlddhcgpx,752
2069,xeqibskzobadpanpqcn,70.40,ipornroxercemulwswtcpekcqeyyslwxxhacammunelblm,306
2081,wkerrhwgjtaneist,30.14,rcycmpsbktegtkgnlqjpqjmxorffdvqlase,6
2086,cmjtwoyhtaegcsb,40.32,sosyxvlpfhllakrrqvnkavvxdtiaodyrzp,865
2087,evjwkpqrsbmwe,46.40,ejdaqllrrghefdaxacqjtvtsogyemlyrozixa,298
2105,nywfoygndlfktspbmdcjcc,17.65,celfqfzqnfbjrrxqhwdodhludfqqdijovwslmeroxtxgf,732
2115,fzxycxujfvgfqcpu,69.38,cdeumhforqromlbcrgtbvmdufktamrimuusdlmdbmhflfkhew,892
2123,dpgjjndrhmjrc,80.49,lhskfiipmqefcmnobqhkfxzyp,393
2126,hcyxoreyeythrfbwisioc,89.51,fkkfscriwegycjtyhhqgmjcirbcckleqjxokdupqcitii,838
2127,gycnpcmximrjemwjgv,18.45,pogcoqdxggmnwozqmbpitqzzxhvxmylktavjjrxfyijcz,180
2137,gsbzbqlbrzbblivhiok,19.89,rwbpnecupynhdazrqyhtqlmrfr,155
2145,ybstcrnxfdpsomubpo,97.54,ozgounzalkxjtyqexdrapfzweqnssq,5
2147,ohnqksjyzlyfu,41.53,gewwapuamvfwavhkmeldrjwnyxkapgkjzblezefnzgooavg,615
2176,pubowqarqumnaprt,59.70,uftxvjywaasgndfqcytnpcfmakotghxj,582
2188,gnfbzgdavarch,83.57,ihajhyhowfnevwjjwsfaupuctnybzlpurm,707
2197,vnjbtnzmzgdmodprk,35.57,mxtlbuzkbvcfroizkwscegxxxtmtbkhpdwxafmguwdngivtgl,257
2204,qxqhtwyprbqfjioynkida,89.14,gyvuizhrxqcilcgmhugcrbdldeapsrinvgocp,741
2210,dopwgwbjtlvoja,47.64,ueigenhlznvrrtyrqeylwrgiub,823
2216,gweslbwkbnuhnprgkgua,75.88,pgnwqsysujlcfalfxjtbjeqreggxsq,832
2242,iqzkbjuhkzlpnnheqakk,49.75,erkcbswetcrugvcszvwcatORIGINALcjhhdz,104
2243,extcbvehyushlba,71.78,qfohftrfmjulfnaiimnpvzmtpuvcr,392
2244,rnvluhmdjqfbbhjzuyxqx,95.78,yezgeqlnjvlsuoghpgfghnijnneyveccustaufjsvxbfxvq,463
2253,ftumjeechpxuszfj,43.77,twvfcovzntfygytjtwhcjaptcgsdhavrckjydk,291
2255,flilvoxfwhevn,20.08,dpmnfenjcwkxffzwgcilrziupojpiassORIGINAL,53
2297,vuigtnrrdkjqir,35.28,pinkylaseiqptdarivxxuiscfuhqiyiftims,592
2307,dzmtqmblzkkhsju,81.91,wvfnuoqqjgwuyzdoqdodavjhifledugaz,654
2310,movkxvjnkcaippygwq,67.22,yoxksmzyrwcgvtkajbjjjxrqqrefwcftzg,800
2324,vcwxojjrjgfpbvitjrtwk,84.88,idhtaycemapdxkgbfeddugdazzyirdcprzemdhkxymzhdlj,187
2329,obwygwbvxonend,52.73,vbcvjbcnxxdynaspkocqkrmtjxdpzpaz,158
2343,glncnnggrhgkrjmgndelnv,58.90,rqeknsllsiyxcwlkymazntiymvmxkhk,128
2346,lutxzphvhfdvzgcxbotfduf,55.91,xrfjzekgiuryjelyyrryucezmeqcpum,461
2348,ctoruljvuizssqylfau,78.28,xujgqnlaewptitmjlticxkbvrkenexngg,581
2357,tmxunrekrhyhufax,8.90,yxruuioiivgwcdlpxtcywamlhtrltORIGINALkmzgvb,266
2358,yzerugmzxjwoivkccqmc,77.36,nkjughrlijjxhboyORIGINAL,580
